day,campaign_id,node_id,output_item_id,event_type,reason,desired_qty,planned_qty_after_lot_rule,actual_qty,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,binding_input_item_id,planned_qty_before,planned_qty_after,campaign_remaining_start_qty,campaign_remaining_end_qty,next_expected_receipt_day,notes
12,CMP-00000017-SDC-1450-item:773474-D12,SDC-1450,item:773474,start_campaign,none,1871793.0576,3200000.0,3200000.0,0.0,0.0,,3200000.0,0.0,3200000.0,0.0,,lot_policy_enabled
13,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4542.49692,107800.0,0.0,4542.49692,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
13,CMP-00000018-M-1810-item:268091-D13,M-1810,item:268091,start_campaign,none,6961.722333,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
14,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4244.385098,107800.0,0.0,4244.385098,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
14,CMP-00000019-M-1810-item:268091-D14,M-1810,item:268091,start_campaign,none,7285.030181,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
15,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4154.90151,107800.0,0.0,4154.90151,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
15,CMP-00000020-M-1810-item:268091-D15,M-1810,item:268091,start_campaign,none,7841.78971,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
16,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4107.143567,107800.0,0.0,4107.143567,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
16,CMP-00000021-M-1810-item:268091-D16,M-1810,item:268091,start_campaign,none,8445.239575,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
16,CMP-00000022-SDC-1450-item:773474-D16,SDC-1450,item:773474,start_campaign,none,1877522.8576,3200000.0,3200000.0,0.0,0.0,,3200000.0,0.0,3200000.0,0.0,,lot_policy_enabled
17,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4067.730755,107800.0,0.0,4067.730755,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
17,CMP-00000023-M-1810-item:268091-D17,M-1810,item:268091,start_campaign,none,9058.027507,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
18,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4029.986967,107800.0,0.0,4029.986967,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
19,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,3992.576986,107800.0,0.0,3992.576986,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
20,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,3955.233765,107800.0,0.0,3955.233765,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
20,CMP-00000024-M-1810-item:268091-D20,M-1810,item:268091,start_campaign,none,8845.27347,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
20,CMP-00000025-SDC-1450-item:773474-D20,SDC-1450,item:773474,start_campaign,none,1881282.2576,3200000.0,3200000.0,0.0,0.0,,3200000.0,0.0,3200000.0,0.0,,lot_policy_enabled
21,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,3917.903896,107800.0,0.0,3917.903896,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
21,CMP-00000026-M-1810-item:268091-D21,M-1810,item:268091,start_campaign,none,11106.426123,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
22,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4026.290984,107800.0,0.0,4026.290984,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
22,CMP-00000027-M-1810-item:268091-D22,M-1810,item:268091,start_campaign,none,11405.938286,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
23,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4163.821462,107800.0,0.0,4163.821462,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
24,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4307.180619,107800.0,0.0,4307.180619,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
24,CMP-00000028-SDC-1450-item:773474-D24,SDC-1450,item:773474,start_campaign,none,1883748.6576,3200000.0,3200000.0,0.0,0.0,,3200000.0,0.0,3200000.0,0.0,,lot_policy_enabled
25,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4451.705512,107800.0,0.0,4451.705512,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
26,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4596.463551,107800.0,0.0,4596.463551,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
27,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4741.26822,107800.0,0.0,4741.26822,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
28,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4886.082215,107800.0,0.0,4886.082215,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
29,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4790.767463,107800.0,0.0,4790.767463,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
30,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4647.426962,107800.0,0.0,4647.426962,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
31,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4494.481311,107800.0,0.0,4494.481311,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
32,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4339.614629,107800.0,0.0,4339.614629,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
33,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4184.363742,107800.0,0.0,4184.363742,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
34,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4029.036014,107800.0,0.0,4029.036014,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
35,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,3873.692917,107800.0,0.0,3873.692917,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
36,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4187.456951,107800.0,0.0,4187.456951,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
37,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4595.042411,107800.0,0.0,4595.042411,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
38,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5021.392156,107800.0,0.0,5021.392156,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
39,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5451.494758,107800.0,0.0,5451.494758,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
40,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5882.347931,107800.0,0.0,5882.347931,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
41,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6313.351219,107800.0,0.0,6313.351219,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
42,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6744.384529,107800.0,0.0,6744.384529,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
43,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6559.472824,107800.0,0.0,6559.472824,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
44,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6251.372116,107800.0,0.0,6251.372116,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
45,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5918.633607,107800.0,0.0,5918.633607,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
46,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5580.967538,107800.0,0.0,5580.967538,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
47,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5242.315957,107800.0,0.0,5242.315957,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
48,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4903.467273,107800.0,0.0,4903.467273,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
49,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4564.579169,107800.0,0.0,4564.579169,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
50,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,4734.385222,107800.0,0.0,4734.385222,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
51,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5005.930106,107800.0,0.0,5005.930106,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
52,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5297.822756,107800.0,0.0,5297.822756,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
52,CMP-00000029-M-1810-item:268091-D52,M-1810,item:268091,start_campaign,none,11171.232653,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
53,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5593.78496,107800.0,0.0,5593.78496,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
53,CMP-00000030-M-1810-item:268091-D53,M-1810,item:268091,start_campaign,none,13331.356734,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
54,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,5890.561074,107800.0,0.0,5890.561074,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
55,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6187.49997,107800.0,0.0,6187.49997,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
56,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6484.471423,107800.0,0.0,6484.471423,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
57,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,delay_input_shortage,input_shortage,6254.412652,107800.0,0.0,6254.412652,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,58,lot_policy_enabled
58,CMP-00000004-M-1430-item:268967-D3,M-1430,item:268967,run_campaign_complete,none,5918.947837,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
59,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5562.401812,107800.0,0.0,5562.401812,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,60,lot_policy_enabled
60,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5201.639546,107800.0,0.0,5201.639546,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,61,lot_policy_enabled
61,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4840.034032,107800.0,0.0,4840.034032,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,62,lot_policy_enabled
62,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4478.259868,107800.0,0.0,4478.259868,107800.0,item:333362,107800.0,107800.0,107800.0,107800.0,63,lot_policy_enabled
63,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4116.451974,107800.0,0.0,4116.451974,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
64,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4290.359782,107800.0,0.0,4290.359782,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
65,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4571.410732,107800.0,0.0,4571.410732,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
66,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4873.89031,107800.0,0.0,4873.89031,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
67,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5180.655613,107800.0,0.0,5180.655613,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
68,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5488.278061,107800.0,0.0,5488.278061,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
69,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5796.071939,107800.0,0.0,5796.071939,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
70,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,6103.900102,107800.0,0.0,6103.900102,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
71,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5993.531041,107800.0,0.0,5993.531041,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
72,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5799.522535,107800.0,0.0,5799.522535,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
73,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5588.78614,107800.0,0.0,5588.78614,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
74,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5374.704167,107800.0,0.0,5374.704167,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
75,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,5159.953078,107800.0,0.0,5159.953078,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
76,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4945.068166,107800.0,0.0,4945.068166,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
77,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4730.15649,107800.0,0.0,4730.15649,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
78,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4667.304767,107800.0,0.0,4667.304767,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
79,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4634.865035,107800.0,0.0,4634.865035,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
80,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4608.507701,107800.0,0.0,4608.507701,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
81,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4583.366846,107800.0,0.0,4583.366846,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
82,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4558.469288,107800.0,0.0,4558.469288,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
83,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4533.620388,107800.0,0.0,4533.620388,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
84,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4508.781221,107800.0,0.0,4508.781221,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
85,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,delay_input_shortage,input_shortage,4541.935836,107800.0,0.0,4541.935836,107800.0,item:730384,107800.0,107800.0,107800.0,107800.0,86,lot_policy_enabled
86,CMP-00000031-M-1430-item:268967-D59,M-1430,item:268967,run_campaign_complete,none,4586.689208,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
87,CMP-00000032-M-1430-item:268967-D87,M-1430,item:268967,start_campaign,none,4633.762332,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
88,CMP-00000033-M-1430-item:268967-D88,M-1430,item:268967,start_campaign,none,4681.299405,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
90,CMP-00000034-M-1430-item:268967-D90,M-1430,item:268967,start_campaign,none,3830.791837,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
91,CMP-00000035-SDC-1450-item:773474-D91,SDC-1450,item:773474,start_campaign,none,1908934.4576,3200000.0,3200000.0,0.0,0.0,,3200000.0,0.0,3200000.0,0.0,,lot_policy_enabled
160,CMP-00000036-M-1430-item:268967-D160,M-1430,item:268967,start_campaign,none,1880.326531,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
162,CMP-00000037-M-1430-item:268967-D162,M-1430,item:268967,start_campaign,none,4587.314286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
168,CMP-00000038-M-1430-item:268967-D168,M-1430,item:268967,start_campaign,none,18948.914286,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
169,CMP-00000039-M-1430-item:268967-D169,M-1430,item:268967,start_campaign,none,20147.856326,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
169,CMP-00000040-SDC-1450-item:773474-D169,SDC-1450,item:773474,start_campaign,none,1893401.6576,3200000.0,3200000.0,0.0,0.0,,3200000.0,0.0,3200000.0,0.0,,lot_policy_enabled
170,CMP-00000041-M-1430-item:268967-D170,M-1430,item:268967,start_campaign,none,17796.803918,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
232,CMP-00000042-M-1810-item:268091-D232,M-1810,item:268091,start_campaign,none,4930.710204,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
233,CMP-00000043-M-1810-item:268091-D233,M-1810,item:268091,start_campaign,none,6598.648163,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
238,CMP-00000044-M-1810-item:268091-D238,M-1810,item:268091,start_campaign,none,9021.485714,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
239,CMP-00000045-M-1810-item:268091-D239,M-1810,item:268091,start_campaign,none,10625.456327,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
240,CMP-00000046-M-1430-item:268967-D240,M-1430,item:268967,start_campaign,none,6470.432653,107800.0,107800.0,0.0,0.0,,107800.0,0.0,107800.0,0.0,,lot_policy_enabled
240,CMP-00000047-M-1810-item:268091-D240,M-1810,item:268091,start_campaign,none,10745.923918,14400.0,14400.0,0.0,0.0,,14400.0,0.0,14400.0,0.0,,lot_policy_enabled
