case_id,case_input,case_output_dir,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,notes,parameter_group,parameter_key,parameter_label,status,study
stress_capacity_node_M-1430_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_capacity_node_M-1430_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_capacity_node_M-1430_stress/simulation_output,stress,0.85,1020719.0885,0.976016,0.003303,0.020682,2434.1151,1020610.4272,0.860108,601958.3431,15171245.2508,17400.0,548631.1784,559882.113,559882.113,546858.3072,50927.0245,14807372.4126,15121139.6297,1053413.3139,93530.9593,50105.621,14965.8849,635050.8633,717719.9068,313767.2171,26460.4526,,capacity_node,capacity_node::M-1430,Capacite M-1430,ok,stress
stress_capacity_node_M-1810_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_capacity_node_M-1810_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_capacity_node_M-1810_stress/simulation_output,stress,0.85,1029947.2962,0.973903,0.003533,0.022564,2519.3631,1023008.7384,0.855209,657189.1305,15326668.8217,17400.0,599807.7184,609858.7641,609858.7641,553043.5705,55436.8824,14926690.9259,15272524.9858,1063694.8562,102622.9246,54143.8359,14880.6369,695096.3636,673555.3355,345834.0599,28962.3485,,capacity_node,capacity_node::M-1810,Capacite M-1810,ok,stress
stress_capacity_node_SDC-1450_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_capacity_node_SDC-1450_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_capacity_node_SDC-1450_stress/simulation_output,stress,0.85,881259.1852,0.969338,0.004212,0.02645,1710.3884,879762.0898,0.901702,667254.1516,13157312.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,12753886.2588,13101892.3195,917166.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450,ok,stress
stress_supplier_stock_node_SDC-VD0914690A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0914690A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0914690A_stress/simulation_output,stress,0.75,1028768.0608,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310944.9071,17400.0,605286.8148,615269.1696,615269.1696,555409.5128,56433.9639,14907515.8428,15255523.6135,1064676.8487,103536.9683,55421.2936,15689.6116,701942.7897,672742.3959,348007.7707,29247.6162,,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,ok,stress
stress_supplier_capacity_node_SDC-VD0914690A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0914690A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0914690A_stress/simulation_output,stress,0.75,1030372.3061,0.974591,0.003582,0.021827,1702.1715,1028847.5024,0.902174,638129.6379,15319667.6443,17400.0,603579.6475,610288.6582,610288.6582,560954.3864,56039.6042,14930407.6875,15264786.4825,1064676.8487,103110.394,54881.1617,15697.8285,673134.8497,6422206.146,334378.7951,28047.2854,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,ok,stress
stress_supplier_lead_time_node_SDC-VD0914690A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0914690A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0914690A_stress/simulation_output,stress,1.5,1022194.8736,0.973485,0.003642,0.022873,1710.3884,1017144.812,0.901702,652601.2238,15214973.8079,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14811547.3087,15159553.3693,1069202.4987,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,ok,stress
stress_supplier_reliability_node_SDC-VD0914690A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0914690A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0914690A_stress/simulation_output,stress,0.85,1027326.2564,0.97328,0.003754,0.022966,1644.7244,1029580.2105,0.905476,664876.0038,15295465.1308,17400.0,702999.5477,715956.8481,715956.8481,754334.8826,62475.2246,14886775.6607,15238046.5193,1064676.8487,103536.9683,57418.6115,15755.2756,700299.2309,1326981.2927,351270.8586,123894.7255,,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,ok,stress
stress_supplier_stock_node_SDC-1450_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-1450_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-1450_stress/simulation_output,stress,0.75,1029026.0042,0.973655,0.00362,0.022725,1622.8364,1024272.1461,0.906734,664364.5599,15317081.2262,17400.0,606455.4871,616260.2499,616260.2499,556219.8277,56493.4287,14913551.2263,15261635.8945,1064766.8487,103536.9683,55445.3317,15777.1636,702364.4432,672742.3959,348084.6681,29265.1851,,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,ok,stress
stress_supplier_capacity_node_SDC-1450_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-1450_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-1450_stress/simulation_output,stress,0.75,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,ok,stress
stress_supplier_lead_time_node_SDC-1450_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-1450_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-1450_stress/simulation_output,stress,1.5,1030093.6572,0.973651,0.00362,0.022729,1710.3884,1029256.4806,0.901702,666703.0629,15310978.0954,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907551.5961,15255557.6568,1067212.3282,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,ok,stress
stress_supplier_reliability_node_SDC-1450_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-1450_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-1450_stress/simulation_output,stress,0.85,1027699.6328,0.973247,0.003923,0.02283,1666.6124,1028045.4078,0.904218,668409.617,15306108.7576,17400.0,611433.8767,621456.8215,621456.8215,556867.5249,59639.6938,14896622.2725,15246059.9637,1064676.8487,118749.4213,60048.7939,15733.3876,702356.4085,672742.3959,349437.6912,50438.6344,,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,ok,stress
stress_supplier_stock_node_SDC-VD0525412A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0525412A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0525412A_stress/simulation_output,stress,0.75,1028967.9873,0.973656,0.003619,0.022725,1688.5004,1027186.3141,0.90296,667193.9931,15313555.6832,17400.0,605283.0856,615219.6904,615219.6904,555276.568,56427.4528,14910133.1301,15258138.9216,1064676.8487,103536.9683,55416.7616,15711.4996,701942.7897,672742.3959,348005.7915,29247.6162,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,stress
stress_supplier_capacity_node_SDC-VD0525412A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0525412A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0525412A_stress/simulation_output,stress,0.75,1028282.3074,0.973643,0.003619,0.022738,1644.7244,1023885.8993,0.905476,663933.4027,15304219.2089,17400.0,605218.1822,615153.887,615153.887,555083.3608,56388.8643,14900852.6587,15248839.4893,1064676.8487,103536.9683,55379.7196,15755.2756,701917.729,678484.0159,347986.8306,29246.572,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,stress
stress_supplier_lead_time_node_SDC-VD0525412A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0525412A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0525412A_stress/simulation_output,stress,1.5,1028589.5842,0.973647,0.00362,0.022733,1710.3884,1026923.1238,0.901702,666655.1856,15308336.5834,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14904910.0842,15252916.1449,1064926.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,stress
stress_supplier_reliability_node_SDC-VD0525412A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0525412A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0525412A_stress/simulation_output,stress,0.85,1029563.2859,0.973614,0.003672,0.022714,1710.3884,1024811.9234,0.901702,664844.7019,15324265.088,17400.0,606807.1297,616780.6177,616780.6177,555488.3302,57342.8118,14919912.8083,15267995.6607,1064676.8487,103536.9683,56269.4273,15689.6116,701962.9386,672742.3959,348082.8524,30841.249,,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,ok,stress
stress_supplier_stock_node_SDC-VD0914360C_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0914360C_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0914360C_stress/simulation_output,stress,0.75,1028920.9042,0.973656,0.003619,0.022725,1688.5004,1027368.3932,0.90296,667376.0722,15313652.9591,17400.0,605283.0856,615219.6904,615219.6904,555276.568,56428.2247,14910229.634,15258235.4255,1064676.8487,103536.9683,55417.5336,15711.4996,701942.7897,672742.3959,348005.7915,29247.6162,,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,ok,stress
stress_supplier_capacity_node_SDC-VD0914360C_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0914360C_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0914360C_stress/simulation_output,stress,0.75,1028769.1852,0.973651,0.00362,0.022729,1710.3884,1027272.0898,0.901702,667254.1516,15310958.7581,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14907532.2588,15255538.3195,1064676.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,ok,stress
stress_supplier_lead_time_node_SDC-VD0914360C_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0914360C_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0914360C_stress/simulation_output,stress,1.5,1028628.0806,0.973648,0.00362,0.022732,1710.3884,1027105.1558,0.901702,666912.2176,15308898.6308,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14905472.1316,15253478.1922,1064851.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,ok,stress
stress_supplier_reliability_node_SDC-VD0914360C_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0914360C_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0914360C_stress/simulation_output,stress,0.85,1029544.6503,0.973624,0.00366,0.022715,1710.3884,1024436.4663,0.901702,664469.2447,15323726.0703,17400.0,606807.1297,616780.6177,616780.6177,555488.3302,57164.5142,14919552.0133,15267634.8409,1064676.8487,103536.9683,56091.2294,15689.6116,701962.9386,672742.3959,348082.8276,30841.249,,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,ok,stress
stress_supplier_stock_node_SDC-VD0901566A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0901566A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0901566A_stress/simulation_output,stress,0.75,1027364.6478,0.973614,0.003624,0.022763,1692.3764,1028591.3273,0.902737,668657.5397,15289876.7265,17400.0,605229.2536,615173.6633,615173.6633,555191.5549,56417.9296,14886431.1578,15234467.2791,1064676.8487,103532.7626,55409.4474,15707.6236,701969.9267,673229.4038,348036.1212,29248.7469,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,stress
stress_supplier_capacity_node_SDC-VD0901566A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0901566A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0901566A_stress/simulation_output,stress,0.75,1028912.0648,0.973681,0.003614,0.022705,1688.5004,1024183.9755,0.90296,663731.8158,15313146.6611,17400.0,605219.4858,615212.6455,615212.6455,555512.9018,56426.9551,14910118.6223,15257801.0726,1064676.8487,103536.9683,55345.5885,15711.4996,701481.3288,766358.2978,347682.4504,29228.3887,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,stress
stress_supplier_lead_time_node_SDC-VD0901566A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0901566A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0901566A_stress/simulation_output,stress,1.5,1028588.5573,0.973647,0.00362,0.022733,1710.3884,1026968.4681,0.901702,666650.5299,15308321.591,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14904895.0917,15252901.1524,1064976.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,ok,stress
stress_supplier_reliability_node_SDC-VD0901566A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0901566A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0901566A_stress/simulation_output,stress,0.85,1028819.979,0.973624,0.003648,0.022728,1622.8364,1024339.4978,0.906734,664493.1616,15312686.6392,17400.0,606664.1392,616808.549,616808.549,558508.3742,56941.8255,14908804.017,15256830.56,1064676.8487,103536.9683,55856.0792,15777.1636,701881.7418,683446.8562,348026.543,30812.7887,,supplier_reliability_node,supplier_reliability_node::SDC-VD0901566A,Fiabilite fournisseur SDC-VD0901566A,ok,stress
stress_supplier_stock_node_SDC-VD0993480A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0993480A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0993480A_stress/simulation_output,stress,0.75,1028249.0815,0.973641,0.003621,0.022738,1670.4884,1023944.6994,0.903995,663964.3998,15304242.0644,17400.0,605225.5249,615177.1458,615177.1458,555325.8201,56426.4028,14900845.0483,15248827.4375,1064676.8487,103532.7626,55414.6269,15729.5116,701900.6831,673499.0058,347982.3891,29245.8618,,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,ok,stress
stress_supplier_capacity_node_SDC-VD0993480A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0993480A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_capacity_node_SDC-VD0993480A_stress/simulation_output,stress,0.75,1028860.3464,0.973664,0.003619,0.022717,1688.5004,1024208.4811,0.90296,663756.3214,15313413.5701,17400.0,605219.4858,615212.6455,615212.6455,555512.9018,56430.5724,14910126.259,15257998.0216,1064676.8487,103536.9683,55415.5485,15711.4996,701481.3288,766358.2978,347871.7627,29228.3887,,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A,ok,stress
stress_supplier_lead_time_node_SDC-VD0993480A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0993480A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_lead_time_node_SDC-VD0993480A_stress/simulation_output,stress,1.5,1028643.7752,0.973648,0.00362,0.022732,1710.3884,1026966.2506,0.901702,666798.3124,15309127.7709,17400.0,605244.0648,615226.4196,615226.4196,555247.0628,56431.3989,14905701.2717,15253707.3323,1064826.8487,103536.9683,55420.4386,15689.6116,701942.7897,672742.3959,348006.0607,29247.6162,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,ok,stress
stress_supplier_reliability_node_SDC-VD0993480A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0993480A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_reliability_node_SDC-VD0993480A_stress/simulation_output,stress,0.85,1028833.0971,0.973648,0.003621,0.02273,1622.8364,1024483.8552,0.906734,664637.519,15312384.3461,17400.0,606664.1392,616808.549,616808.549,558508.3742,56526.3266,14908875.2563,15256932.8754,1064676.8487,103536.9683,55451.4707,15777.1636,701881.7418,683446.8562,348057.6191,30812.7887,,supplier_reliability_node,supplier_reliability_node::SDC-VD0993480A,Fiabilite fournisseur SDC-VD0993480A,ok,stress
stress_supplier_stock_node_SDC-VD0508918A_stress,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0508918A_stress/input_case.json,etudecas/simulation/sensibility/annual_realistic_result/cases/stress/stress_supplier_stock_node_SDC-VD0508918A_stress/simulation_output,stress,0.75,1027919.2306,0.973629,0.003623,0.022749,1688.5004,1023948.7456,0.90296,663947.5677,15298136.3331,17400.0,605308.6707,615248.8162,615248.8162,555255.0738,56432.7427,14894705.092,15242715.286,1064676.8487,103536.9683,55421.0471,15711.4996,701958.8487,672742.3959,348010.194,29248.2854,,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,ok,stress
