supplier_id,supplier_name,item_id,dst_node_id,edge_id,uom,input_initial_stock_qty,simulated_opening_stock_qty,base_stock_qty,min_stock_end_of_day,avg_stock_end_of_day,final_stock_end_of_day,neutral_opening_stock_floor_qty,neutral_opening_stock_reducible_qty,neutral_opening_stock_scale,nominal_capacity_qty_per_day,effective_capacity_qty_per_day,capacity_basis,applied_capacity_scale,explicit_capacity_qty_per_day,process_capacity_qty_per_day,downstream_requirement_qty_per_day,downstream_signal_qty_per_day,external_procurement_daily_need_qty,external_procurement_nominal_capacity_qty_per_day,external_procurement_target_utilization,external_procurement_capacity_profile,external_procurement_capacity_basis,external_procurement_lead_days,external_procurement_pipeline_target_qty,external_procurement_initial_pipeline_seed_qty,avg_capacity_utilization,max_capacity_utilization,capacity_active_days,max_capacity_used_qty_per_day,neutral_capacity_floor_qty_per_day,industrial_capacity_target_utilization,industrial_capacity_profile,industrial_nominal_capacity_qty_per_day,industrial_peak_utilization_if_nominal,current_capacity_headroom_vs_industrial_nominal,tested_capacity_floor_qty_per_day,tested_capacity_floor_factor,neutral_capacity_scale_if_nominal,current_capacity_headroom_factor,current_capacity_headroom_vs_tested_floor,capacity_floor_basis,planned_lead_time_days,lead_time_type,lead_time_stages,lead_time_source,lead_time_is_default,lead_reference_days,lead_cover_days,delay_step_limit,nominal_reliability_otif,reliability_source,standard_order_qty,standard_order_uom,mrp_share,mrp_rank,mrp_share_basis,mrp_landed_unit_cost,mrp_cost_penalty,mrp_lead_penalty,mrp_reliability_penalty,mrp_variability_penalty,mrp_allocation_penalty,unit_purchase_cost,unit_transport_cost,total_shipped_qty,total_pulled_qty,shipment_rows,first_shipment_day,last_shipment_day
SDC-VD0525412A,Supplier of Packaging - VD0525412A,item:333362,M-1430,edge:SDC-VD0525412A_TO_M-1430_333362,UN,180.0,4312000.0,4312000.0,0.0,9003259.360731,12117000.0,4312000.0,0.0,1.0,192500.0,61600000.0,downstream_requirement,320.0,0.0,0.0,154000.0,107800.0,154000.0,205333.333333,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,60.0,9240000.0,9240000.0,0.000612,0.018994,61,1170000.0,1170000.0,0.75,packaging_qualified_pharma,1560000.0,0.75,39.487179,2925000.0,2.5,1.0,52.649573,21.059829,max_daily_pulled_qty_observed_x2.5_tested,60.0,erlang_pipeline,4,case_data_fia,False,60,72,120,1.0,service_level.otif,5000.0,UN,1.0,1,legacy_fixed_split,0.34263,0.0,0.0,0.0,0.0,0.0,0.27321,0.06942,14384000.0,14384000.0,2083,-6,136
SDC-VD0901566A,Supplier of Packaging - VD0901566A,item:338928,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,UN,180.0,5699400.0,5699400.0,5502950.0,16244137.671233,16597900.0,196450.0,5502950.0,0.034469,1000000.0,320000000.0,explicit_capacity,320.0,1000000.0,0.0,203550.0,14400.0,203550.0,271400.0,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,70.0,14248500.0,14248500.0,2.9e-05,0.001328,32,425000.0,425000.0,0.75,packaging_qualified_pharma,566666.666667,0.75,564.705882,1062500.0,2.5,1.0,752.941176,301.176471,max_daily_pulled_qty_observed_x2.5_tested,70.0,erlang_pipeline,4,case_data_fia,False,70,84,140,1.0,service_level.otif,25000.0,UN,1.0,1,legacy_fixed_split,0.28125,0.0,0.0,0.0,0.0,0.0,0.14131,0.13994,3715033.0,3715033.0,137,-62,437
SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,item:001893,M-1810,edge:SDC-VD0910216A_TO_M-1810_001893,KG,180.0,23920.0,23920.0,703.529412,22837.308162,23920.0,23216.470588,703.529412,0.970588,1962.730875,628073.88,downstream_requirement+fia_hint,320.0,0.0,0.0,1570.1847,111.0816,703.529412,1005.042017,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,28.0,19698.823529,19698.823529,0.000104,0.038085,1,23920.0,23920.0,0.7,raw_material_qualified_pharma,34171.428571,0.7,18.380088,59800.0,2.5,1.0,26.257269,10.502908,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,23920.0,KG,0.7,1,portfolio_fixed_split_with_annual_min_lot,4.70348,0.0,0.0,0.0,0.0,0.0,4.64,0.06348,23920.0,23920.0,1,0,0
SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,item:002612,M-1810,edge:SDC-VD0910216A_TO_M-1810_002612,KG,180.0,22500.0,22500.0,535.714286,21236.720716,22500.0,21964.285714,535.714286,0.97619,535.714286,171428.571429,downstream_requirement+fia_hint,320.0,0.0,0.0,413.2065,29.232,535.714286,765.306122,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,35.0,18750.0,18750.0,0.00036,0.13125,1,22500.0,22500.0,0.7,raw_material_qualified_pharma,32142.857143,0.7,5.333333,56250.0,2.5,1.0,7.619048,3.047619,max_daily_pulled_qty_observed_x2.5_tested,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,22500.0,KG,0.7,1,portfolio_fixed_split_with_annual_min_lot,0.88348,0.0,0.0,0.0,0.0,0.0,0.82,0.06348,67500.0,67500.0,3,-16,0
SDC-VD0914320A,Supplier of Raw Materials - VD0914320A,item:055703,M-1810,edge:SDC-VD0914320A_TO_M-1810_055703,KG,180.0,300.0,300.0,11.538462,289.680867,300.0,288.461538,11.538462,0.961538,25.714286,8228.571429,downstream_requirement+fia_hint,320.0,0.0,0.0,16.52826,1.16928,11.538462,16.483516,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,21.0,242.307692,242.307692,0.0001,0.036458,1,300.0,300.0,0.7,raw_material_qualified_pharma,428.571429,0.7,19.2,750.0,2.5,1.0,27.428571,10.971429,max_daily_pulled_qty_observed_x2.5_tested,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,300.0,KG,0.8,1,portfolio_fixed_split_with_annual_min_lot,20.40086,0.0,0.0,0.0,0.0,0.0,20.35,0.05086,600.0,600.0,2,-5,0
SDC-VD0914360C,Supplier of Packaging - VD0914360C,item:338929,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,UN,180.0,5699400.0,5699400.0,4288500.0,9003216.849315,9973950.0,1410900.0,4288500.0,0.247552,254437.5,81420000.0,downstream_requirement,320.0,0.0,0.0,203550.0,14400.0,203550.0,271400.0,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,42.0,8549100.0,8549100.0,0.000335,0.003623,55,295000.0,295000.0,0.75,packaging_qualified_pharma,393333.333333,0.75,207.0,737500.0,2.5,1.0,276.0,110.4,max_daily_pulled_qty_observed_x2.5_tested,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,5000.0,UN,1.0,1,legacy_fixed_split,0.28813,0.0,0.0,0.0,0.0,0.0,0.21585,0.07228,10017600.0,10017600.0,1985,-34,104
SDC-VD0914690A,Supplier of Raw Materials - VD0914690A,item:042342,M-1430,edge:SDC-VD0914690A_TO_M-1430_042342,UN,180.0,185853360.0,185853360.0,2414052.0,238972818.673973,260194704.0,183439308.0,2414052.0,0.987011,11615835.0,3717067200.0,downstream_requirement,320.0,0.0,0.0,9292668.0,6504867.6,9292668.0,13275240.0,0.7,supplier_material_default_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,21.0,195146028.0,195146028.0,0.000265,0.008071,12,30000000.0,30000000.0,0.7,supplier_material_default_pharma,42857142.857143,0.7,86.731568,75000000.0,2.5,1.0,123.90224,49.560896,max_daily_pulled_qty_observed_x2.5_tested,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,30000000.0,UN,1.0,1,legacy_fixed_split,0.09523,0.0,0.0,0.0,0.0,0.0,0.00221,0.09302,420000000.0,420000000.0,14,-5,18
SDC-VD0949099A,Supplier of Raw Materials - VD0949099A,item:021081,SDC-1450,edge:SDC-VD0949099A_TO_SDC-1450_021081,KG,180.0,20000.0,20000.0,19230.769231,34082.777193,19230.769231,769.230769,19230.769231,0.038462,25.714286,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,16666.666667,0.00274,1.0,1,20000.0,20000.0,0.65,raw_material_high_lead_qualified,30769.230769,0.65,0.65,50000.0,2.5,1.0,1.0,0.4,max_daily_pulled_qty_observed_x2.5_tested,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.7,1,portfolio_fixed_split_with_annual_min_lot,13.81616,0.0,0.0,0.0,0.0,0.0,12.1,1.71616,320000.0,320000.0,9,-114,337
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:001757,M-1810,edge:SDC-VD0951020A_TO_M-1810_001757,KG,180.0,9255.8256,9255.8256,9011.6512,26594.620206,30081.4332,244.1744,9011.6512,0.026381,413.2065,132226.08,downstream_requirement,320.0,0.0,0.0,330.5652,23.3856,330.5652,472.236,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,84.0,27767.4768,27767.4768,0.000197,0.003781,28,500.0,500.0,0.7,raw_material_qualified_pharma,714.285714,0.7,185.116512,1250.0,2.5,1.0,264.45216,105.780864,max_daily_pulled_qty_observed_x2.5_tested,84.0,erlang_pipeline,4,case_data_fia,False,84,101,168,1.0,service_level.otif,100.0,KG,1.0,1,legacy_fixed_split,5.5614,0.0,0.0,0.0,0.0,0.0,5.43,0.1314,17500.0,17500.0,98,-75,127
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:001848,M-1810,edge:SDC-VD0951020A_TO_M-1810_001848,KG,180.0,6000.0,6000.0,247.9239,7160.479551,7809.60285,5752.0761,247.9239,0.958679,309.904875,99169.56,downstream_requirement+fia_hint,320.0,0.0,0.0,247.9239,17.5392,123.96195,177.0885,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,56.0,6941.8692,6941.8692,0.000166,0.060502,1,6000.0,6000.0,0.7,raw_material_qualified_pharma,8571.428571,0.7,11.569782,15000.0,2.5,1.0,16.52826,6.611304,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,6000.0,KG,0.2,2,portfolio_fixed_split_with_annual_min_lot,1.7114,0.0,0.0,0.0,0.0,0.0,1.58,0.1314,12000.0,12000.0,2,-6,1
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:007923,M-1810,edge:SDC-VD0951020A_TO_M-1810_007923,KG,180.0,4627.9128,4627.9128,4949.12376,5402.666721,5399.821177,0.0,4627.9128,0.0,826.413,264452.16,downstream_requirement,320.0,0.0,0.0,661.1304,46.7712,330.5652,472.236,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,3.0,991.6956,991.6956,2e-06,0.000126,14,33.375928,33.375928,0.7,raw_material_qualified_pharma,47.679897,0.7,5546.407938,83.43982,2.5,1.0,7923.439912,3169.375965,max_daily_pulled_qty_observed_x2.5_tested,3.0,erlang_pipeline,4,simulation_prep_assumption,False,3,4,21,1.0,service_level.otif,0.0,KG,0.2,2,portfolio_fixed_split_with_annual_min_lot,2.3114,0.0,0.0,0.0,0.0,0.0,2.18,0.1314,219.787222,219.787222,14,0,16
SDC-VD0956464A,Supplier of Raw Materials - VD0956464A,item:007923,M-1810,edge:SDC-VD0956464A_TO_M-1810_007923,KG,180.0,4627.9128,4627.9128,4740.459508,4759.992606,4740.459508,0.0,4627.9128,0.0,826.413,264452.16,downstream_requirement,320.0,0.0,0.0,661.1304,46.7712,330.5652,472.236,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,3.0,991.6956,991.6956,9e-06,0.000505,14,133.503713,133.503713,0.7,raw_material_qualified_pharma,190.71959,0.7,1386.601974,333.759283,2.5,1.0,1980.859963,792.343985,max_daily_pulled_qty_observed_x2.5_tested,3.0,erlang_pipeline,4,simulation_prep_assumption,False,3,4,21,1.0,service_level.otif,0.0,KG,0.8,1,portfolio_fixed_split_with_annual_min_lot,1.936,0.0,0.0,0.0,0.0,0.0,1.82,0.116,20019.148892,20019.148892,15,0,19
SDC-VD0960508A,Supplier of Raw Materials - VD0960508A,item:021081,SDC-1450,edge:SDC-VD0960508A_TO_SDC-1450_021081,KG,180.0,20000.0,20000.0,19230.769231,34082.777193,19230.769231,769.230769,19230.769231,0.038462,25.714286,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,16666.666667,0.00274,1.0,1,20000.0,20000.0,0.65,raw_material_high_lead_qualified,30769.230769,0.65,0.65,50000.0,2.5,1.0,1.0,0.4,max_daily_pulled_qty_observed_x2.5_tested,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.2,2,portfolio_fixed_split_with_annual_min_lot,13.81616,0.0,0.0,0.0,0.0,0.0,12.1,1.71616,840000.0,840000.0,10,-114,337
SDC-VD0964290A,Supplier of Raw Materials - VD0964290A,item:055703,M-1810,edge:SDC-VD0964290A_TO_M-1810_055703,KG,180.0,300.0,300.0,16.52826,378.985919,404.94237,283.47174,16.52826,0.944906,25.714286,8228.571429,downstream_requirement,320.0,0.0,0.0,16.52826,1.16928,8.26413,11.8059,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,42.0,347.09346,347.09346,0.0001,0.036458,1,300.0,300.0,0.7,raw_material_qualified_pharma,428.571429,0.7,19.2,750.0,2.5,1.0,27.428571,10.971429,max_daily_pulled_qty_observed_x2.5_tested,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,300.0,KG,0.2,2,portfolio_fixed_split_with_annual_min_lot,49.33108,0.0,0.0,0.0,0.0,0.0,49.2,0.13108,300.0,300.0,1,1,1
SDC-VD0972460A,Supplier of Raw Materials - VD0972460A,item:021081,SDC-1450,edge:SDC-VD0972460A_TO_SDC-1450_021081,KG,180.0,20000.0,20000.0,19230.769231,34082.777193,19230.769231,769.230769,19230.769231,0.038462,25.714286,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,16666.666667,0.00274,1.0,1,20000.0,20000.0,0.65,raw_material_high_lead_qualified,30769.230769,0.65,0.65,50000.0,2.5,1.0,1.0,0.4,max_daily_pulled_qty_observed_x2.5_tested,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.05,3,portfolio_fixed_split_with_annual_min_lot,13.86616,0.0,0.0,0.0,0.0,0.0,12.15,1.71616,120000.0,120000.0,4,-107,337
SDC-VD0975221A,Supplier of Raw Materials - VD0975221A,item:021081,SDC-1450,edge:SDC-VD0975221A_TO_SDC-1450_021081,KG,180.0,20000.0,20000.0,19230.769231,34082.777193,19230.769231,769.230769,19230.769231,0.038462,25.714286,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,16666.666667,0.00274,1.0,1,20000.0,20000.0,0.65,raw_material_high_lead_qualified,30769.230769,0.65,0.65,50000.0,2.5,1.0,1.0,0.4,max_daily_pulled_qty_observed_x2.5_tested,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.05,4,portfolio_fixed_split_with_annual_min_lot,16.71616,0.0,0.0,0.0,0.0,0.0,15.0,1.71616,120000.0,120000.0,4,-107,337
SDC-VD0989480A,Supplier of Packaging - VD0989480A,item:426331,M-1810,edge:SDC-VD0989480A_TO_M-1810_426331,UN,180.0,53737.2,53737.2,279.15,69395.594384,78366.75,53458.05,279.15,0.994805,2798.8125,895620.0,downstream_requirement,320.0,0.0,0.0,2239.05,158.4,2239.05,2985.4,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,28.0,62693.4,62693.4,0.000352,0.021438,6,19200.0,19200.0,0.75,packaging_qualified_pharma,25600.0,0.75,34.985156,48000.0,2.5,1.0,46.646875,18.65875,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,19200.0,UN,1.0,1,legacy_fixed_split,0.57689,0.0,0.0,0.0,0.0,0.0,0.50393,0.07296,134400.0,134400.0,7,0,27
