day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,40.0,3535.3973,536498.2405,21196.6412,6989.9897,8847.4482,0.0,0.0,0.0,836.468
1,47.5,0.0,87.5,64.96,528.7359,830.7102,534430.0476,21127.6866,335.089,170.3814,0.0,0.0,0.0,579.1636
2,52.5,0.0,140.0,113.104,629.2831,653.1839,532538.7581,21055.6609,261.9714,35.7108,0.0,0.0,0.0,375.0506
3,60.0,0.0,200.0,125.36,593.0779,560.5698,530720.3161,20985.7269,223.865,23.9232,0.0,0.0,0.0,222.8857
4,55.0,18.432,236.568,18.432,527.5063,484.9253,528790.325,20917.196,182.8304,14.4148,0.0,0.0,0.0,105.3571
5,50.0,60.8256,225.7424,214.0256,469.1757,517.675,526921.6106,20850.2022,213.7403,12.6623,0.0,0.0,0.0,25.7143
6,45.0,46.08,224.6624,614.7065,420.1853,391.737,525697.9674,20790.2826,151.6496,9.1189,0.0,0.0,0.0,0.0
7,40.0,23.04,241.6224,2496.6256,377.8589,306.9449,526619.6752,20736.906,117.9771,7.7106,0.0,0.0,0.0,0.0
8,47.5,23.04,266.0824,114.0222,349.5511,367.2234,524873.0196,20676.9608,148.319,8.8764,0.0,0.0,0.0,0.0
9,52.5,0.0,318.5824,67.8192,332.492,437.1837,522867.3078,20612.1662,188.2994,9.9981,0.0,0.0,0.0,0.0
10,60.0,0.0,378.5824,207.6831,322.1166,499.3686,520926.4013,20547.3772,231.5615,10.6199,0.0,0.0,0.0,0.0
11,55.0,46.08,387.5024,208.48,315.9031,372.0979,519066.6274,20482.5935,143.0192,9.3472,0.0,0.0,0.0,0.0
12,50.0,42.0458,395.4566,412.6137,311.7648,418.1779,517362.9202,20417.8176,175.0771,9.808,0.0,0.0,0.0,0.0
13,45.0,61.6182,378.8384,196.8182,305.0952,367.0519,515617.4999,20359.1169,148.2531,8.8721,0.0,0.0,0.0,0.0
14,40.0,111.7325,307.1059,431.2987,294.2509,353.025,514254.327,20306.8782,150.035,8.1714,0.0,0.0,0.0,0.0
15,47.5,0.0,354.6059,1068.4,288.9612,388.5243,513402.8523,20254.678,163.138,9.0894,0.0,0.0,0.0,0.0
16,52.5,44.3409,362.765,208.0733,288.6237,456.7562,511429.1896,20189.917,201.916,10.1938,0.0,0.0,0.0,0.0
17,60.0,46.08,376.685,386.647,290.3662,391.1037,509702.4764,20126.3917,156.2416,9.5373,0.0,0.0,0.0,0.0
18,55.0,42.0458,389.6392,71.7586,292.9265,395.1379,507663.2441,20061.8373,159.0482,9.5776,0.0,0.0,0.0,0.0
19,50.0,84.6583,354.9809,555.8867,295.1382,439.4894,506021.5198,19998.6492,189.9035,10.0211,0.0,0.0,0.0,0.0
20,45.0,23.04,376.9409,130.6194,293.0639,367.0519,504236.5552,19938.8475,148.2531,8.8721,0.0,0.0,0.0,0.0
21,40.0,0.0,416.9409,204.6196,267.8097,164.177,504210.0249,19929.8531,54.9207,4.3051,0.0,0.0,0.0,0.0
22,47.5,0.0,464.4409,311.7061,223.8642,165.331,504440.1926,19927.8961,55.1503,4.2787,0.0,0.0,0.0,0.0
23,52.5,90.4316,426.5093,600.9533,176.8797,108.5551,504871.1138,19925.8162,10.7956,3.9239,0.0,0.0,0.0,0.0
24,60.0,69.12,417.3893,280.2948,136.7318,128.9342,504941.6709,19924.9579,24.9733,4.1277,0.0,0.0,0.0,0.0
25,55.0,47.0019,425.3875,389.6441,106.3559,124.9,505117.7934,19922.8923,22.1667,4.0873,0.0,0.0,0.0,0.0
26,50.0,23.04,452.3475,653.8514,84.0095,127.1951,505557.5476,19923.3478,23.7635,4.1103,0.0,0.0,0.0,0.0
27,45.0,19.0058,478.3417,763.358,65.8513,120.9413,506110.0658,19922.7568,24.2982,3.8335,0.0,0.0,0.0,0.0
28,40.0,21.3009,497.0407,176.603,51.559,108.6641,506086.2857,19922.01,22.2047,3.428,0.0,0.0,0.0,0.0
29,47.5,0.0,544.5407,432.0785,45.5133,144.0301,506282.2578,19920.1356,40.3313,4.0657,0.0,0.0,0.0,0.0
30,47.5,0.0,592.0407,384.4136,39.8264,163.4163,506401.8964,19918.2709,52.5227,4.3164,0.0,0.0,0.0,0.0
31,47.5,23.04,616.5007,100.3487,35.4487,100.4935,506275.0684,19916.3348,8.4882,3.6985,0.0,0.0,0.0,0.0
32,47.5,0.0,664.0007,130.665,32.2284,122.351,506175.5234,19915.6121,23.6427,3.9193,0.0,0.0,0.0,0.0
33,47.5,0.0,711.5007,45.4198,29.8877,143.7902,505966.0583,19913.6667,38.5476,4.1342,0.0,0.0,0.0,0.0
34,47.5,84.6583,674.3425,185.385,28.1918,122.4636,505832.4301,19911.7409,23.7086,3.921,0.0,0.0,0.0,0.0
35,47.5,111.0477,610.7948,290.5907,26.9642,100.5993,505799.1759,19909.8098,8.4972,3.7024,0.0,0.0,0.0,0.0
36,47.5,0.0,658.2948,23.5997,26.0759,122.4873,505586.2978,19907.8805,23.7245,3.9213,0.0,0.0,0.0,0.0
37,47.5,21.8649,683.9299,440.5218,25.433,78.3639,505813.8016,19905.9455,21.5179,3.48,0.0,0.0,0.0,0.0
38,47.5,21.8878,709.542,123.8725,24.9678,23.4595,505781.3643,19905.7613,4.6402,2.931,0.0,0.0,0.0,0.0
39,47.5,21.8871,735.155,68.3771,6.0943,48.9253,505753.3575,19905.367,31.4735,1.0811,0.0,0.0,0.0,0.0
40,47.5,0.0,782.655,106.3336,23.7506,66.6062,505682.732,19905.8914,34.9707,3.2901,0.0,0.0,0.0,0.0
41,47.5,0.0,830.155,44.2082,24.2114,23.4595,505591.7686,19905.7022,4.6402,2.931,0.0,0.0,0.0,0.0
42,47.5,87.552,790.103,116.7217,1.5839,1.2347,505614.1308,19906.7659,0.2442,0.1543,0.0,0.0,0.0,0.0
43,47.5,0.0,837.603,51.3882,20.8642,68.3636,505497.9962,19905.122,37.4181,3.025,0.0,0.0,0.0,0.0
44,47.5,47.9933,837.1097,48.3403,23.9248,23.4595,505362.8876,19903.1785,4.6402,2.931,0.0,0.0,0.0,0.0
45,47.5,0.0,884.6097,46.6921,23.8765,43.6173,505253.0784,19901.2625,18.664,3.1326,0.0,0.0,0.0,0.0
46,47.5,0.0,932.1097,86.2537,23.8415,45.3475,505180.9939,19901.8433,19.8677,3.1499,0.0,0.0,0.0,0.0
47,47.5,42.0458,937.564,89.8752,23.8162,45.3475,505070.46,19899.9007,19.8677,3.1499,0.0,0.0,0.0,0.0
48,47.5,0.0,985.064,34.0957,9.282,9.1211,505051.8703,19900.5034,1.8041,1.1396,0.0,0.0,0.0,0.0
49,47.5,0.0,1032.564,70.776,0.0347,43.776,505077.0807,19900.524,30.455,0.4378,0.0,0.0,0.0,0.0
50,47.5,21.888,1058.176,22.2792,0.0251,0.0,505077.4967,19900.5397,0.0,0.0,0.0,0.0,0.0,0.0
51,47.5,43.776,1061.9,68.7267,0.0182,0.0,505102.4654,19900.5513,0.0,0.0,0.0,0.0,0.0,0.0
52,47.5,0.0,1109.4,0.9683,0.0131,0.0,505103.4468,19900.59,0.0,0.0,0.0,0.0,0.0,0.0
53,47.5,0.0,1156.9,8.4736,0.0095,0.0,505111.9298,19900.9289,0.0,0.0,0.0,0.0,0.0,0.0
54,47.5,0.0,1204.4,7.3581,0.0069,0.0,505119.2948,19901.2233,0.0,0.0,0.0,0.0,0.0,0.0
55,47.5,0.0,1251.9,9.5585,0.005,8.5101,505119.9935,19901.251,5.9205,0.0851,0.0,0.0,0.0,0.0
56,47.5,0.0,1299.4,30.8267,0.0036,0.0,505150.8238,19902.4841,0.0,0.0,0.0,0.0,0.0,0.0
57,47.5,8.5101,1338.3898,8.9211,0.0026,0.0,505151.2373,19902.5005,0.0,0.0,0.0,0.0,0.0,0.0
58,47.5,0.0,1385.8898,0.2792,0.0019,0.0,505151.5183,19902.5117,0.0,0.0,0.0,0.0,0.0,0.0
59,47.5,0.0,1433.3898,0.5952,0.0014,0.0,505152.1149,19902.5355,0.0,0.0,0.0,0.0,0.0,0.0
60,47.5,0.0,1480.8898,1.2894,0.001,0.0,505153.4053,19902.5871,0.0,0.0,0.0,0.0,0.0,0.0
61,47.5,0.0,1528.3898,0.3629,0.0007,0.0,505153.7689,19902.6016,0.0,0.0,0.0,0.0,0.0,0.0
62,47.5,0.0,1575.8898,0.8398,0.0005,0.0,505154.6092,19902.6352,0.0,0.0,0.0,0.0,0.0,0.0
63,47.5,0.0,1623.3898,0.5752,0.0004,0.0,505155.1847,19902.6582,0.0,0.0,0.0,0.0,0.0,0.0
