day,node_id,item_id,order_type,src_node_id,dst_node_id,edge_id,planning_status,release_status,receipt_status,order_status_end_of_run,release_qty,planned_receipt_qty,release_day,order_date_imt,arrival_day,actual_receipt_day,implied_cover_need_day,lead_days,lead_cover_days,safety_time_days,reliability,standard_order_qty,mrp_share
0,SDC-VD0519670A,item:001848,external_procurement,EXTERNAL_MARKET,SDC-VD0519670A,,planned_and_released,released,firm_receipt,received,495.8478,495.8478,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1810,item:001848,lane_release,SDC-VD0519670A,M-1810,edge:SDC-VD0519670A_TO_M-1810_001848,planned_and_released,released,firm_receipt,received,3346.97265,3346.97265,0,-12,27,27,47,27,39,20.0,1.0,4000.0,0.7
0,SDC-VD0951020A,item:001848,external_procurement,EXTERNAL_MARKET,SDC-VD0951020A,,planned_and_released,released,firm_receipt,received,495.8478,495.8478,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1810,item:001848,lane_release,SDC-VD0951020A,M-1810,edge:SDC-VD0951020A_TO_M-1810_001848,planned_and_released,released,firm_receipt,received,3470.9346,3470.9346,0,-64,39,39,59,39,103,20.0,1.0,6000.0,0.3
0,SDC-VD0910216A,item:001893,external_procurement,EXTERNAL_MARKET,SDC-VD0910216A,,planned_and_released,released,firm_receipt,received,3140.3694,3140.3694,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1810,item:001893,lane_release,SDC-VD0910216A,M-1810,edge:SDC-VD0910216A_TO_M-1810_001893,planned_and_released,released,firm_receipt,received,14655.0572,14655.0572,0,-10,42,42,57,42,52,15.0,1.0,23920.0,0.7
0,SDC-VD1091642A,item:001893,external_procurement,EXTERNAL_MARKET,SDC-VD1091642A,,planned_and_released,released,firm_receipt,received,3140.3694,3140.3694,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1810,item:001893,lane_release,SDC-VD1091642A,M-1810,edge:SDC-VD1091642A_TO_M-1810_001893,planned_and_released,released,firm_receipt,received,14655.0572,14655.0572,0,-39,38,38,53,38,77,15.0,1.0,20900.0,0.2
0,SDC-VD0518684A,item:001893,external_procurement,EXTERNAL_MARKET,SDC-VD0518684A,,planned_and_released,released,firm_receipt,received,3140.3694,3140.3694,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1810,item:001893,lane_release,SDC-VD0518684A,M-1810,edge:SDC-VD0518684A_TO_M-1810_001893,planned_and_released,released,firm_receipt,received,14655.0572,14655.0572,0,-68,35,35,50,35,103,15.0,1.0,22800.0,0.1
0,M-1810,item:002612,lane_release,SDC-VD0910216A,M-1810,edge:SDC-VD0910216A_TO_M-1810_002612,planned_and_released,released,firm_receipt,received,2892.4455,2892.4455,0,-55,9,9,29,9,64,20.0,1.0,22500.0,0.7
