supplier_id,supplier_name,item_id,dst_node_id,edge_id,uom,input_initial_stock_qty,simulated_opening_stock_qty,base_stock_qty,min_stock_end_of_day,avg_stock_end_of_day,final_stock_end_of_day,neutral_opening_stock_floor_qty,neutral_opening_stock_reducible_qty,neutral_opening_stock_scale,nominal_capacity_qty_per_day,effective_capacity_qty_per_day,capacity_basis,applied_capacity_scale,explicit_capacity_qty_per_day,process_capacity_qty_per_day,downstream_requirement_qty_per_day,downstream_signal_qty_per_day,external_procurement_daily_need_qty,external_procurement_nominal_capacity_qty_per_day,external_procurement_target_utilization,external_procurement_capacity_profile,external_procurement_capacity_basis,external_procurement_lead_days,external_procurement_pipeline_target_qty,external_procurement_initial_pipeline_seed_qty,avg_capacity_utilization,max_capacity_utilization,capacity_active_days,max_capacity_used_qty_per_day,neutral_capacity_floor_qty_per_day,industrial_capacity_target_utilization,industrial_capacity_profile,industrial_nominal_capacity_qty_per_day,industrial_peak_utilization_if_nominal,current_capacity_headroom_vs_industrial_nominal,tested_capacity_floor_qty_per_day,tested_capacity_floor_factor,neutral_capacity_scale_if_nominal,current_capacity_headroom_factor,current_capacity_headroom_vs_tested_floor,capacity_floor_basis,planned_lead_time_days,lead_time_type,lead_time_stages,lead_time_source,lead_time_is_default,lead_reference_days,lead_cover_days,delay_step_limit,nominal_reliability_otif,reliability_source,standard_order_qty,standard_order_uom,mrp_share,mrp_rank,unit_purchase_cost,unit_transport_cost,total_shipped_qty,total_pulled_qty,shipment_rows,first_shipment_day,last_shipment_day
SDC-VD0525412A,Supplier of Packaging - VD0525412A,item:333362,M-1430,edge:SDC-VD0525412A_TO_M-1430_333362,UN,180.0,4312000.0,4312000.0,2000.0,27424.657534,2000.0,4310000.0,2000.0,0.999536,192500.0,61600000.0,downstream_requirement,320.0,0.0,0.0,154000.0,107800.0,154000.0,205333.333333,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,60.0,9240000.0,0.0,3.8e-05,0.018994,30,1170000.0,1170000.0,0.75,packaging_qualified_pharma,1560000.0,0.75,39.487179,2925000.0,2.5,1.0,52.649573,21.059829,max_daily_pulled_qty_observed_x2.5_tested,60.0,erlang_pipeline,4,case_data_fia,False,60,72,120,1.0,service_level.otif,5000.0,UN,1.0,1,0.27321,0.06942,4939000.0,4939000.0,706,-6,100
SDC-VD0901566A,Supplier of Packaging - VD0901566A,item:338928,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,UN,180.0,5699400.0,5699400.0,24400.0,1153030.136986,24400.0,5675000.0,24400.0,0.995719,1000000.0,320000000.0,explicit_capacity,320.0,1000000.0,0.0,203550.0,14400.0,203550.0,271400.0,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,70.0,14248500.0,0.0,1e-05,0.003594,100,1150000.0,1150000.0,0.75,packaging_qualified_pharma,1533333.333333,0.75,208.695652,2875000.0,2.5,1.0,278.26087,111.304348,max_daily_pulled_qty_observed_x2.5_tested,70.0,erlang_pipeline,4,case_data_fia,False,70,84,140,1.0,service_level.otif,25000.0,UN,1.0,1,0.14131,0.13994,6040033.0,6040033.0,230,-62,770
SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,item:001893,M-1810,edge:SDC-VD0910216A_TO_M-1810_001893,KG,180.0,23920.0,23920.0,0.0,0.0,0.0,23920.0,0.0,1.0,1962.730875,628073.88,downstream_requirement+fia_hint,320.0,0.0,0.0,1570.1847,111.0816,703.529412,1005.042017,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,28.0,19698.823529,0.0,2.1e-05,0.038085,1,23920.0,23920.0,0.7,raw_material_qualified_pharma,34171.428571,0.7,18.380088,59800.0,2.5,1.0,26.257269,10.502908,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,23920.0,KG,0.7,1,4.64,0.06348,23920.0,23920.0,1,0,0
SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,item:002612,M-1810,edge:SDC-VD0910216A_TO_M-1810_002612,KG,180.0,22500.0,22500.0,0.0,0.0,0.0,22500.0,0.0,1.0,535.714286,171428.571429,downstream_requirement+fia_hint,320.0,0.0,0.0,413.2065,29.232,535.714286,765.306122,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,35.0,18750.0,0.0,7.2e-05,0.13125,1,22500.0,22500.0,0.7,raw_material_qualified_pharma,32142.857143,0.7,5.333333,56250.0,2.5,1.0,7.619048,3.047619,max_daily_pulled_qty_observed_x2.5_tested,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,22500.0,KG,0.7,1,0.82,0.06348,67500.0,67500.0,3,-16,0
SDC-VD0914320A,Supplier of Raw Materials - VD0914320A,item:055703,M-1810,edge:SDC-VD0914320A_TO_M-1810_055703,KG,180.0,300.0,300.0,0.0,0.0,0.0,300.0,0.0,1.0,25.714286,8228.571429,downstream_requirement+fia_hint,320.0,0.0,0.0,16.52826,1.16928,11.538462,16.483516,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,21.0,242.307692,0.0,2e-05,0.036458,1,300.0,300.0,0.7,raw_material_qualified_pharma,428.571429,0.7,19.2,750.0,2.5,1.0,27.428571,10.971429,max_daily_pulled_qty_observed_x2.5_tested,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,300.0,KG,0.7,1,20.35,0.05086,600.0,600.0,2,-5,0
SDC-VD0914360C,Supplier of Packaging - VD0914360C,item:338929,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,UN,180.0,5699400.0,5699400.0,4400.0,886589.041096,4400.0,5695000.0,4400.0,0.999228,254437.5,81420000.0,downstream_requirement,320.0,0.0,0.0,203550.0,14400.0,203550.0,271400.0,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,42.0,8549100.0,0.0,3.8e-05,0.006018,87,490000.0,490000.0,0.75,packaging_qualified_pharma,653333.333333,0.75,124.622449,1225000.0,2.5,1.0,166.163265,66.465306,max_daily_pulled_qty_observed_x2.5_tested,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,5000.0,UN,1.0,1,0.21585,0.07228,5752600.0,5752600.0,997,-34,387
SDC-VD0914690A,Supplier of Raw Materials - VD0914690A,item:042342,M-1430,edge:SDC-VD0914690A_TO_M-1430_042342,UN,180.0,185853360.0,185853360.0,5853360.0,6099935.342466,5853360.0,180000000.0,5853360.0,0.968505,11615835.0,3717067200.0,downstream_requirement,320.0,0.0,0.0,9292668.0,6504867.6,9292668.0,13275240.0,0.7,supplier_material_default_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,21.0,195146028.0,0.0,2.7e-05,0.008071,6,30000000.0,30000000.0,0.7,supplier_material_default_pharma,42857142.857143,0.7,86.731568,75000000.0,2.5,1.0,123.90224,49.560896,max_daily_pulled_qty_observed_x2.5_tested,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,30000000.0,UN,1.0,1,0.00221,0.09302,240000000.0,240000000.0,8,-5,9
SDC-VD0949099A,Supplier of Raw Materials - VD0949099A,item:021081,SDC-1450,edge:SDC-VD0949099A_TO_SDC-1450_021081,KG,180.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,20000.0,0.0,25.714286,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,0.0,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,0.0,0.0,0.0,,,no_observed_supplier_pull,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.7,1,12.1,1.71616,300000.0,300000.0,8,-114,4
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:001757,M-1810,edge:SDC-VD0951020A_TO_M-1810_001757,KG,180.0,9255.8256,9255.8256,5855.8256,5884.592723,5855.8256,3400.0,5855.8256,0.367336,413.2065,132226.08,downstream_requirement,320.0,0.0,0.0,330.5652,23.3856,330.5652,472.236,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,84.0,27767.4768,0.0,1.4e-05,0.001513,28,200.0,200.0,0.7,raw_material_qualified_pharma,285.714286,0.7,462.79128,500.0,2.5,1.0,661.1304,264.45216,max_daily_pulled_qty_observed_x2.5_tested,84.0,erlang_pipeline,4,case_data_fia,False,84,101,168,1.0,service_level.otif,100.0,KG,1.0,1,5.43,0.1314,11400.0,11400.0,37,-75,127
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:001848,M-1810,edge:SDC-VD0951020A_TO_M-1810_001848,KG,180.0,6000.0,6000.0,0.0,3.287671,0.0,6000.0,0.0,1.0,309.904875,99169.56,downstream_requirement+fia_hint,320.0,0.0,0.0,247.9239,17.5392,123.96195,177.0885,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,56.0,6941.8692,0.0,3.3e-05,0.060502,1,6000.0,6000.0,0.7,raw_material_qualified_pharma,8571.428571,0.7,11.569782,15000.0,2.5,1.0,16.52826,6.611304,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,6000.0,KG,0.3,2,1.58,0.1314,12000.0,12000.0,2,-6,1
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:007923,M-1810,edge:SDC-VD0951020A_TO_M-1810_007923,KG,180.0,4627.9128,4627.9128,4359.621393,4406.416632,4359.621393,268.291407,4359.621393,0.057972,826.413,264452.16,downstream_requirement,320.0,0.0,0.0,661.1304,46.7712,330.5652,472.236,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,3.0,991.6956,0.0,1e-06,0.000143,14,37.884672,37.884672,0.7,raw_material_qualified_pharma,54.12096,0.7,4886.316872,94.71168,2.5,1.0,6980.452675,2792.18107,max_daily_pulled_qty_observed_x2.5_tested,3.0,erlang_pipeline,4,simulation_prep_assumption,False,3,4,21,1.0,service_level.otif,0.0,KG,0.3,2,2.18,0.1314,268.291407,268.291407,14,0,835
SDC-VD0956464A,Supplier of Raw Materials - VD0956464A,item:007923,M-1810,edge:SDC-VD0956464A_TO_M-1810_007923,KG,180.0,4627.9128,4627.9128,4001.899516,4111.088409,4001.899516,626.013284,4001.899516,0.135269,826.413,264452.16,downstream_requirement,320.0,0.0,0.0,661.1304,46.7712,330.5652,472.236,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,3.0,991.6956,0.0,1e-06,0.000334,14,88.397568,88.397568,0.7,raw_material_qualified_pharma,126.28224,0.7,2094.135802,220.99392,2.5,1.0,2991.622575,1196.64903,max_daily_pulled_qty_observed_x2.5_tested,3.0,erlang_pipeline,4,simulation_prep_assumption,False,3,4,21,1.0,service_level.otif,0.0,KG,0.7,1,1.82,0.116,19766.013284,19766.013284,15,0,835
SDC-VD0960508A,Supplier of Raw Materials - VD0960508A,item:021081,SDC-1450,edge:SDC-VD0960508A_TO_SDC-1450_021081,KG,180.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,20000.0,0.0,25.714286,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,0.0,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,0.0,0.0,0.0,,,no_observed_supplier_pull,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.2,2,12.1,1.71616,820000.0,820000.0,9,-114,19
SDC-VD0964290A,Supplier of Raw Materials - VD0964290A,item:055703,M-1810,edge:SDC-VD0964290A_TO_M-1810_055703,KG,180.0,300.0,300.0,0.0,0.164384,0.0,300.0,0.0,1.0,25.714286,8228.571429,downstream_requirement,320.0,0.0,0.0,16.52826,1.16928,8.26413,11.8059,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,42.0,347.09346,0.0,2e-05,0.036458,1,300.0,300.0,0.7,raw_material_qualified_pharma,428.571429,0.7,19.2,750.0,2.5,1.0,27.428571,10.971429,max_daily_pulled_qty_observed_x2.5_tested,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,300.0,KG,0.3,2,49.2,0.13108,300.0,300.0,1,1,1
SDC-VD0972460A,Supplier of Raw Materials - VD0972460A,item:021081,SDC-1450,edge:SDC-VD0972460A_TO_SDC-1450_021081,KG,180.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,20000.0,0.0,25.714286,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,0.0,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,0.0,0.0,0.0,,,no_observed_supplier_pull,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.05,3,12.15,1.71616,100000.0,100000.0,3,-107,-58
SDC-VD0975221A,Supplier of Raw Materials - VD0975221A,item:021081,SDC-1450,edge:SDC-VD0975221A_TO_SDC-1450_021081,KG,180.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,20000.0,0.0,25.714286,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,0.0,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,0.0,0.0,0.0,,,no_observed_supplier_pull,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.05,4,15.0,1.71616,100000.0,100000.0,3,-107,-58
SDC-VD0989480A,Supplier of Packaging - VD0989480A,item:426331,M-1810,edge:SDC-VD0989480A_TO_M-1810_426331,UN,180.0,53737.2,53737.2,15337.2,15347.720548,15337.2,38400.0,15337.2,0.714589,2798.8125,895620.0,downstream_requirement,320.0,0.0,0.0,2239.05,158.4,2239.05,2985.4,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,28.0,62693.4,0.0,2.3e-05,0.021438,2,19200.0,19200.0,0.75,packaging_qualified_pharma,25600.0,0.75,34.985156,48000.0,2.5,1.0,46.646875,18.65875,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,19200.0,UN,1.0,1,0.50393,0.07296,57600.0,57600.0,3,0,1
SDC-VD0990780A,Supplier of Raw Materials - VD0990780A,item:002612,M-1810,edge:SDC-VD0990780A_TO_M-1810_002612,KG,180.0,23750.0,23750.0,0.0,13.013699,0.0,23750.0,0.0,1.0,565.47619,180952.380952,downstream_requirement+fia_hint,320.0,0.0,0.0,413.2065,29.232,565.47619,807.823129,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,35.0,19791.666667,0.0,7.2e-05,0.13125,1,23750.0,23750.0,0.7,raw_material_qualified_pharma,33928.571429,0.7,5.333333,59375.0,2.5,1.0,7.619048,3.047619,max_daily_pulled_qty_observed_x2.5_tested,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,23750.0,KG,0.2,2,1.295,0.11678,23750.0,23750.0,1,1,1
SDC-VD0993480A,Supplier of Packaging - VD0993480A,item:344135,M-1430,edge:SDC-VD0993480A_TO_M-1430_344135,UN,180.0,4312000.0,4312000.0,112000.0,112000.0,112000.0,4200000.0,112000.0,0.974026,192500.0,61600000.0,downstream_requirement,320.0,0.0,0.0,154000.0,107800.0,154000.0,205333.333333,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,35.0,5390000.0,0.0,3.7e-05,0.068182,1,4200000.0,4200000.0,0.75,packaging_qualified_pharma,5600000.0,0.75,11.0,10500000.0,2.5,1.0,14.666667,5.866667,max_daily_pulled_qty_observed_x2.5_tested,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,120000.0,UN,1.0,1,0.00403,0.065,4200000.0,4200000.0,35,0,41
SDC-VD1091642A,Supplier of Raw Materials - VD1091642A,item:001893,M-1810,edge:SDC-VD1091642A_TO_M-1810_001893,KG,180.0,20900.0,20900.0,0.0,11.452055,0.0,20900.0,0.0,1.0,1962.730875,628073.88,downstream_requirement,320.0,0.0,0.0,1570.1847,111.0816,523.3949,747.707,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,42.0,21982.5858,0.0,1.8e-05,0.033276,1,20900.0,20900.0,0.7,raw_material_qualified_pharma,29857.142857,0.7,21.035967,52250.0,2.5,1.0,30.051382,12.020553,max_daily_pulled_qty_observed_x2.5_tested,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,20900.0,KG,0.2,2,5.105,0.14454,20900.0,20900.0,1,1,1
